,SR_Pcode,State_Region,Tsp_Pcode,Township,Facility,Date,Male,Female,Total
419,MMR007,Bago (East),MMR007014,Htantabin,အမကဒါးဒေါက်,30/3/2020,6.0,2.0,8
420,MMR007,Bago (East),MMR007014,Htantabin,အထကခွဲအုန်းပင်,30/3/2020,13.0,11.0,24
421,MMR007,Bago (East),MMR007014,Htantabin,အမကအင်းယားကြီး,30/3/2020,7.0,11.0,18
422,MMR007,Bago (East),MMR007014,Htantabin,အမကသပြေကုန်း,30/3/2020,21.0,7.0,28
423,MMR007,Bago (East),MMR007014,Htantabin,အမကစပါးကျီ,30/3/2020,29.0,12.0,41
424,MMR007,Bago (East),MMR007014,Htantabin,အထကခွဲမြို့စိုး,30/3/2020,6.0,1.0,7
425,MMR007,Bago (East),MMR007014,Htantabin,အမကကြိမ်တောမြောင်,30/3/2020,15.0,3.0,18
426,MMR007,Bago (East),MMR007014,Htantabin,ငါ့းဆီးလှောင်,30/3/2020,4.0,2.0,6
427,MMR007,Bago (East),MMR007014,Htantabin,အမကကွေ့ကြီး,30/3/2020,2.0,null,2
428,MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲခြံကြီး,30/3/2020,8.0,2.0,10
429,MMR007,Bago (East),MMR007014,Htantabin,အထကသရက်တန်း,30/3/2020,11.0,9.0,20
430,MMR007,Bago (East),MMR007014,Htantabin,အထက လှည်းလမ်းကူး,30/3/2020,39.0,17.0,56
431,MMR007,Bago (East),MMR007014,Htantabin,အမက ကြို့ကုန်း,30/3/2020,1.0,1.0,2
432,MMR007,Bago (East),MMR007014,Htantabin,အမကရှားစေးဘို,30/3/2020,2.0,2.0,4
433,MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲ ဇလုပ်ကြီး,30/3/2020,17.0,2.0,19
434,MMR007,Bago (East),MMR007014,Htantabin,အထက ဇီးဖြူသောင်,30/3/2020,13.0,13.0,26
435,MMR015,Shan (North),MMR015002,Hseni,မိုင်းလီ (ရွာပြင်),1/4/2020,1.0,1.0,2
436,MMR016,Shan (North),MMR015003,Hseni,ပန်လော့ (ခန်းမ),1/4/2020,4.0,0.0,4
437,MMR017,Shan (North),MMR015004,Hseni,နမ့်တုတ် (ခန်းမ),1/4/2020,0.0,3.0,3
438,MMR003,Kayin,MMR003001,Hpa-An,လှာကမြင်,2/4/2020,null,null,46
439,MMR004,Kayin,MMR003002,Hpa-An,ထောင်ဝိ,2/4/2020,null,null,48
440,MMR005,Kayin,MMR003003,Hpa-An,စိုက်သိပ္ပံ,2/4/2020,null,null,35
441,MMR006,Kayin,MMR003004,Hpa-An,တောင်ကလေး,2/4/2020,null,null,103
442,MMR007,Kayin,MMR003005,Hpa-An,အုန်းဇာပင်,2/4/2020,null,null,52
443,MMR013,Yangon,MMR013022,Mingalartaungnyunt,နေအိမ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,40
444,MMR014,Yangon,MMR013023,Mingalartaungnyunt,ဘာသာရေးအဆောက်အဦး,2/4/2020,null,null,1
445,MMR015,Yangon,MMR013024,Mingalartaungnyunt,အခြားနေရာများ,2/4/2020,null,null,7
446,MMR017,Shan (North),MMR015004,Hseni,နေအိမ်,25/3/2020,null,null,133
447,MMR018,Shan (North),MMR015005,Hseni,ဘာသာရေးအဆောက်အဦး,25/3/2020,null,null,9
448,MMR019,Shan (North),MMR015006,Hseni,အခြားနေရာများ,3/25/2020,null,null,16
449,MMR010,Mandalay,MMR010D001,Mandalay,ရွှေပြည်သာ ဟိုတယ်၊ မန္တလေး (Hotel Quarantine),2/4/2020,null,null,21
450,MMR010,Mandalay,MMR010022,Nyaung-U,ရာဇဂြိုလ်ဟိုတယ်၊ညောင်ဦး (Hotel Quarantine),2/4/2020,null,null,15
451,MMR010,Mandalay,MMR010022,Nyaung-U,လောကသစ္စာဟိုတယ်၊ ညောင်ဦး (Hotel Quarantine),2/4/2020,null,null,46
452,MMR010,Mandalay,MMR010022,Nyaung-U,ရွှေပိုးအိမ် ဟိုတယ်၊ ညောင်ဦး (Hotel Quarantine),2/4/2020,null,null,10
453,MMR010,Mandalay,MMR010D001,Mandalay,မန္တလေး၊ (Facility Quarantine),2/4/2020,null,null,183
454,MMR010,Mandalay,MMR010D002,Pyinoolwin,ပြင်ဦးလွင်  (Facility Quarantine),2/4/2020,null,null,538
455,MMR010,Mandalay,MMR010D003,Kyaukse,ကျောက်ဆည်  (Facility Quarantine),2/4/2020,null,null,132
456,MMR010,Mandalay,MMR010D004,Myingyan,မြင်းခြံ  (Facility Quarantine),2/4/2020,null,null,480
457,MMR010,Mandalay,MMR010D007,Meiktila,မိတ္ထီလာ  (Facility Quarantine),2/4/2020,null,null,1438
458,MMR010,Mandalay,MMR010D006,Yamethin,ရမည်းသင်း  (Facility Quarantine),2/4/2020,null,null,1495
459,MMR010,Mandalay,MMR010D005,Nyaung-U,ညောင်ဦး  (Facility Quarantine),2/4/2020,null,null,344
460,MMR001,Kachin,MMR001007,Mohnyin,အထက မော်ဟန်,3/4/2020,null,null,37
461,MMR001,Kachin,MMR001007,Mohnyin,အလက(ခွဲ) နန်ရင်း၊ ဟိုပင်မြို့,3/4/2020,null,null,9
462,MMR001,Kachin,MMR001007,Mohnyin,အထက မြို့မတောင် ၊ဟိုပင်မြို့,3/4/2020,null,null,21
463,MMR001,Kachin,MMR001007,Mohnyin,အထက ညောင်ကုန်း၊ နန်းမား,3/4/2020,null,null,17
464,MMR001,Kachin,MMR001007,Mohnyin,အလက(ခွဲ) မြို့မ ရန်အောင်၊ နန်းမား,3/4/2020,null,null,6
465,MMR001,Kachin,MMR001007,Mohnyin,အထက နန့်မွန်း၊ အင်းတော်ကြီး,3/4/2020,null,null,14
